+----------------------------------------------------------------------+
|  OpenHands SDK v1.45.0                                               |
|                                                                      |
|  Report a bug: github.com/OpenHands/software-agent-sdk/issues        |
|  Get help: openhands.dev/joinslack                                   |
|  Scale up: openhands.dev/product/sdk                                 |
|                                                                      |
|  Set OPENHANDS_SUPPRESS_BANNER=1 to hide this message                |
+----------------------------------------------------------------------+

[92m10:29:40 - openhands:INFO[0m: server_config.py:50 - Using config class server.config.SaaSServerConfig
{"message": "Tavily API key not configured, skipping Tavily MCP proxy", "severity": "INFO", "module": "mcp_router", "funcName": "init_tavily_proxy", "lineno": 59, "ts": "2026-09-10T14:29:41.508704+00:00"}
Can't instantiate abstract class UserAuthorizerInjector without an implementation for abstract method 'inject'
{"message": "Using default UserAuthorizer", "severity": "INFO", "module": "user_authorizer", "funcName": "depends_user_authorizer", "lineno": 43, "ts": "2026-09-10T14:29:41.618280+00:00"}
{"message": "StoredCustomSecrets.org relationship direction RelationshipDirection.MANYTOONE", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2373, "ts": "2026-09-10T14:29:42.285190+00:00"}
{"message": "StoredCustomSecrets.org lazy loading clause org.id = :param_1", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 738, "ts": "2026-09-10T14:29:42.285234+00:00"}
{"message": "StoredCustomSecrets.org will use Session.get() to optimize instance loads", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 764, "ts": "2026-09-10T14:29:42.285277+00:00"}
{"message": "StripeCustomer.org setup primary join org.id = stripe_customers.org_id", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2339, "ts": "2026-09-10T14:29:42.285582+00:00"}
{"message": "StripeCustomer.org setup secondary join None", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2340, "ts": "2026-09-10T14:29:42.285611+00:00"}
{"message": "StripeCustomer.org synchronize pairs [(org.id => stripe_customers.org_id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2341, "ts": "2026-09-10T14:29:42.285623+00:00"}
{"message": "StripeCustomer.org secondary synchronize pairs []", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2348, "ts": "2026-09-10T14:29:42.285633+00:00"}
{"message": "StripeCustomer.org local/remote pairs [(stripe_customers.org_id / org.id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2356, "ts": "2026-09-10T14:29:42.285642+00:00"}
{"message": "StripeCustomer.org remote columns [org.id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2363, "ts": "2026-09-10T14:29:42.285654+00:00"}
{"message": "StripeCustomer.org local columns [stripe_customers.org_id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2368, "ts": "2026-09-10T14:29:42.285669+00:00"}
{"message": "StripeCustomer.org relationship direction RelationshipDirection.MANYTOONE", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2373, "ts": "2026-09-10T14:29:42.285678+00:00"}
{"message": "StripeCustomer.org lazy loading clause org.id = :param_1", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 738, "ts": "2026-09-10T14:29:42.285721+00:00"}
{"message": "StripeCustomer.org will use Session.get() to optimize instance loads", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 764, "ts": "2026-09-10T14:29:42.285849+00:00"}
{"message": "User.role setup primary join role.id = \"user\".role_id", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2339, "ts": "2026-09-10T14:29:42.286186+00:00"}
{"message": "User.role setup secondary join None", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2340, "ts": "2026-09-10T14:29:42.286212+00:00"}
{"message": "User.role synchronize pairs [(role.id => user.role_id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2341, "ts": "2026-09-10T14:29:42.286227+00:00"}
{"message": "User.role secondary synchronize pairs []", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2348, "ts": "2026-09-10T14:29:42.286237+00:00"}
{"message": "User.role local/remote pairs [(user.role_id / role.id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2356, "ts": "2026-09-10T14:29:42.286246+00:00"}
{"message": "User.role remote columns [role.id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2363, "ts": "2026-09-10T14:29:42.286258+00:00"}
{"message": "User.role local columns [user.role_id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2368, "ts": "2026-09-10T14:29:42.286271+00:00"}
{"message": "User.role relationship direction RelationshipDirection.MANYTOONE", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2373, "ts": "2026-09-10T14:29:42.286279+00:00"}
{"message": "User.role lazy loading clause role.id = :param_1", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 738, "ts": "2026-09-10T14:29:42.286327+00:00"}
{"message": "User.role will use Session.get() to optimize instance loads", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 764, "ts": "2026-09-10T14:29:42.286391+00:00"}
{"message": "User.org_members setup primary join \"user\".id = org_member.user_id", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2339, "ts": "2026-09-10T14:29:42.286529+00:00"}
{"message": "User.org_members setup secondary join None", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2340, "ts": "2026-09-10T14:29:42.286554+00:00"}
{"message": "User.org_members synchronize pairs [(user.id => org_member.user_id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2341, "ts": "2026-09-10T14:29:42.286567+00:00"}
{"message": "User.org_members secondary synchronize pairs []", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2348, "ts": "2026-09-10T14:29:42.286578+00:00"}
{"message": "User.org_members local/remote pairs [(user.id / org_member.user_id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2356, "ts": "2026-09-10T14:29:42.286587+00:00"}
{"message": "User.org_members remote columns [org_member.user_id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2363, "ts": "2026-09-10T14:29:42.286599+00:00"}
{"message": "User.org_members local columns [user.id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2368, "ts": "2026-09-10T14:29:42.286610+00:00"}
{"message": "User.org_members relationship direction RelationshipDirection.ONETOMANY", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2373, "ts": "2026-09-10T14:29:42.286619+00:00"}
{"message": "User.org_members lazy loading clause :param_1 = org_member.user_id", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 738, "ts": "2026-09-10T14:29:42.286669+00:00"}
{"message": "User.current_org setup primary join org.id = \"user\".current_org_id", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2339, "ts": "2026-09-10T14:29:42.286820+00:00"}
{"message": "User.current_org setup secondary join None", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2340, "ts": "2026-09-10T14:29:42.286856+00:00"}
{"message": "User.current_org synchronize pairs [(org.id => user.current_org_id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2341, "ts": "2026-09-10T14:29:42.286868+00:00"}
{"message": "User.current_org secondary synchronize pairs []", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2348, "ts": "2026-09-10T14:29:42.286877+00:00"}
{"message": "User.current_org local/remote pairs [(user.current_org_id / org.id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2356, "ts": "2026-09-10T14:29:42.286885+00:00"}
{"message": "User.current_org remote columns [org.id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2363, "ts": "2026-09-10T14:29:42.286898+00:00"}
{"message": "User.current_org local columns [user.current_org_id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2368, "ts": "2026-09-10T14:29:42.286908+00:00"}
{"message": "User.current_org relationship direction RelationshipDirection.MANYTOONE", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2373, "ts": "2026-09-10T14:29:42.286916+00:00"}
{"message": "User.current_org lazy loading clause org.id = :param_1", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 738, "ts": "2026-09-10T14:29:42.286957+00:00"}
{"message": "User.current_org will use Session.get() to optimize instance loads", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 764, "ts": "2026-09-10T14:29:42.286997+00:00"}
{"message": "User.stored_conversation_metadata_saas setup primary join \"user\".id = conversation_metadata_saas.user_id", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2339, "ts": "2026-09-10T14:29:42.287135+00:00"}
{"message": "User.stored_conversation_metadata_saas setup secondary join None", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2340, "ts": "2026-09-10T14:29:42.287163+00:00"}
{"message": "User.stored_conversation_metadata_saas synchronize pairs [(user.id => conversation_metadata_saas.user_id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2341, "ts": "2026-09-10T14:29:42.287176+00:00"}
{"message": "User.stored_conversation_metadata_saas secondary synchronize pairs []", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2348, "ts": "2026-09-10T14:29:42.287185+00:00"}
{"message": "User.stored_conversation_metadata_saas local/remote pairs [(user.id / conversation_metadata_saas.user_id)]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2356, "ts": "2026-09-10T14:29:42.287194+00:00"}
{"message": "User.stored_conversation_metadata_saas remote columns [conversation_metadata_saas.user_id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2363, "ts": "2026-09-10T14:29:42.287206+00:00"}
{"message": "User.stored_conversation_metadata_saas local columns [user.id]", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2368, "ts": "2026-09-10T14:29:42.287218+00:00"}
{"message": "User.stored_conversation_metadata_saas relationship direction RelationshipDirection.ONETOMANY", "severity": "INFO", "module": "relationships", "funcName": "_log_joins", "lineno": 2373, "ts": "2026-09-10T14:29:42.287225+00:00"}
{"message": "User.stored_conversation_metadata_saas lazy loading clause :param_1 = conversation_metadata_saas.user_id", "severity": "INFO", "module": "strategies", "funcName": "__init__", "lineno": 738, "ts": "2026-09-10T14:29:42.287264+00:00"}
{"message": "Application startup complete.", "severity": "INFO", "module": "on", "funcName": "startup", "lineno": 62, "ts": "2026-09-10T14:29:42.351177+00:00"}
{"message": "Uvicorn running on https://127.0.0.1:57664 (Press CTRL+C to quit)", "severity": "INFO", "module": "server", "funcName": "_log_started_message", "lineno": 224, "color_message": "Uvicorn running on \u001b[1m%s://%s:%d\u001b[0m (Press CTRL+C to quit)", "ts": "2026-09-10T14:29:42.351374+00:00"}
{"message": "127.0.0.1:57801 - \"GET /api/auth/capabilities HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:29:48.796475+00:00"}
{"message": "127.0.0.1:57855 - \"GET /login HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.165749+00:00"}
{"message": "127.0.0.1:57855 - \"GET /assets/manifest-d7f631c4.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.193616+00:00"}
{"message": "127.0.0.1:57865 - \"GET /assets/entry.client-Dw7KE7hM.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.198443+00:00"}
{"message": "127.0.0.1:57873 - \"GET /assets/root-D-LbRKNh.css HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.199488+00:00"}
{"message": "127.0.0.1:57887 - \"GET /assets/index-tLtD-Cu0.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.201913+00:00"}
{"message": "127.0.0.1:57891 - \"GET /assets/declaration-Bwok30Lo.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.202060+00:00"}
{"message": "127.0.0.1:57855 - \"GET /assets/rate-limit-retry-DdZplSiD.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.203978+00:00"}
{"message": "127.0.0.1:57887 - \"GET /assets/open-hands-axios-LzNSarGn.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.212582+00:00"}
{"message": "127.0.0.1:57865 - \"GET /assets/use-invitation-M5_iS4Ov.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.212889+00:00"}
{"message": "127.0.0.1:57905 - \"GET /assets/index-Dt4MV93j.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.213972+00:00"}
{"message": "127.0.0.1:57891 - \"GET /assets/query-keys-BSjaytiJ.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.214734+00:00"}
{"message": "127.0.0.1:57873 - \"GET /assets/index-CXoKay-T.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.215883+00:00"}
{"message": "127.0.0.1:57855 - \"GET /assets/chunk-6CSD65Y2-UpbgoP9j.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.216621+00:00"}
{"message": "127.0.0.1:57865 - \"GET /assets/preload-helper-Bc3Pu81E.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.223834+00:00"}
{"message": "127.0.0.1:57887 - \"GET /assets/retrieve-axios-error-message-Dwxjb5f3.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.224975+00:00"}
{"message": "127.0.0.1:57873 - \"GET /assets/mutation-DSZmfvqD.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.226947+00:00"}
{"message": "127.0.0.1:57891 - \"GET /assets/custom-toast-handlers-CAVHstGd.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.227089+00:00"}
{"message": "127.0.0.1:57905 - \"GET /assets/infiniteQueryBehavior-DZN75Mj9.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.227776+00:00"}
{"message": "127.0.0.1:57855 - \"GET /assets/root-Cyf3bcFs.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.228194+00:00"}
{"message": "127.0.0.1:57865 - \"GET /assets/query-client-config-C2aiFcZM.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.229915+00:00"}
{"message": "127.0.0.1:57865 - \"GET /locales/en/translation.json HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.251015+00:00"}
{"message": "127.0.0.1:57865 - \"GET /assets/login-CMNc1VtQ.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.259315+00:00"}
{"message": "127.0.0.1:57865 - \"GET /assets/use-is-authed-D8E0h2Jo.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.273621+00:00"}
{"message": "127.0.0.1:57905 - \"GET /assets/use-config-Dh7W-dyl.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.273951+00:00"}
{"message": "127.0.0.1:57891 - \"GET /assets/use-auth-url-M2suDX2e.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.275718+00:00"}
{"message": "127.0.0.1:57887 - \"GET /assets/index-CcBMHdO5.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.277711+00:00"}
{"message": "127.0.0.1:57873 - \"GET /assets/use-email-verification-S6_uU7s7.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.278098+00:00"}
{"message": "127.0.0.1:57905 - \"GET /assets/openhands-logo-white-cxeMkDJA.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.286754+00:00"}
{"message": "127.0.0.1:57855 - \"GET /api/v1/web-client/config HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.287101+00:00"}
{"message": "127.0.0.1:57865 - \"GET /assets/azure-devops-logo-DXPdTsmh.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.287299+00:00"}
{"message": "127.0.0.1:57891 - \"GET /assets/utils-BYzDx4ip.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.288609+00:00"}
{"message": "127.0.0.1:57873 - \"GET /assets/login-cta-B8n-JrN9.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.289320+00:00"}
{"message": "127.0.0.1:57887 - \"GET /assets/useTranslation-i1xdxadn.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.289906+00:00"}
{"message": "127.0.0.1:57855 - \"GET /assets/use-app-mode-B54Qx7LS.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.295667+00:00"}
{"message": "127.0.0.1:57865 - \"GET /assets/modal-backdrop-B5BF9mZF.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.296899+00:00"}
{"message": "127.0.0.1:57905 - \"GET /assets/openhands-logo-DilX03Hr.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.297687+00:00"}
{"message": "127.0.0.1:57891 - \"GET /assets/modal-body-C_1-4ovn.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.297910+00:00"}
{"message": "127.0.0.1:57873 - \"GET /assets/brand-button-CB2ZqR1E.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.298598+00:00"}
{"message": "127.0.0.1:57887 - \"GET /assets/typography-CEll3mgr.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.299498+00:00"}
{"message": "127.0.0.1:57855 - \"GET /assets/cross-app-redirect-CA1RAd_9.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.305350+00:00"}
{"message": "127.0.0.1:57865 - \"GET /assets/use-auth-capabilities-EIdFh3Uu.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.306146+00:00"}
{"message": "127.0.0.1:57905 - \"GET /assets/auth-service.api-DG-mQZWV.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.307024+00:00"}
{"message": "127.0.0.1:57891 - \"GET /assets/account-form-D3u4oKV4.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.307193+00:00"}
{"message": "127.0.0.1:57873 - \"GET /assets/useMutation-8-YK4bsn.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.307574+00:00"}
{"message": "127.0.0.1:57887 - \"GET /assets/iconBase-Dv4KA39o.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.307977+00:00"}
{"message": "127.0.0.1:57855 - \"GET /assets/card-BiCf3WY_.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.311349+00:00"}
{"message": "127.0.0.1:57865 - \"GET /assets/card-title-DNMudsxn.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.312075+00:00"}
{"message": "127.0.0.1:57891 - \"GET /assets/stacked-5ookcZbZ.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.312258+00:00"}
{"message": "127.0.0.1:57891 - \"GET /api/auth/capabilities HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.327594+00:00"}
{"message": "127.0.0.1:57865 - \"GET /api/auth/csrf HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.327761+00:00"}
{"message": "127.0.0.1:57865 - \"POST /api/authenticate HTTP/1.1\" 401", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:31.333312+00:00"}
{"message": "127.0.0.1:57924 - \"POST /api/auth/login HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:46.063224+00:00"}
{"message": "127.0.0.1:57924 - \"GET /auth/change-password?returnTo=%2F HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:46.070290+00:00"}
{"message": "127.0.0.1:57924 - \"GET /assets/manifest-d7f631c4.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:46.087511+00:00"}
{"message": "127.0.0.1:57935 - \"GET /assets/entry.client-Dw7KE7hM.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:46.090926+00:00"}
{"message": "127.0.0.1:57943 - \"GET /assets/root-D-LbRKNh.css HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:46.092684+00:00"}
{"message": "127.0.0.1:57953 - \"GET /assets/query-keys-BSjaytiJ.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:46.094848+00:00"}
{"message": "127.0.0.1:57924 - \"GET /assets/rate-limit-retry-DdZplSiD.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:46.097093+00:00"}
{"message": "127.0.0.1:57969 - \"GET /assets/infiniteQueryBehavior-DZN75Mj9.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:46.098996+00:00"}
{"message": "127.0.0.1:57953 - \"GET /assets/query-client-config-C2aiFcZM.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:46.102635+00:00"}
{"message": "127.0.0.1:57935 - \"GET /assets/open-hands-axios-LzNSarGn.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:46.102950+00:00"}
{"message": "127.0.0.1:57975 - \"GET /assets/chunk-6CSD65Y2-UpbgoP9j.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:46.103965+00:00"}
{"message": "127.0.0.1:57924 - \"GET /assets/index-Dt4MV93j.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:46.105423+00:00"}
{"message": "127.0.0.1:57943 - \"GET /assets/index-CXoKay-T.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:46.105583+00:00"}
{"message": "127.0.0.1:57969 - \"GET /assets/preload-helper-Bc3Pu81E.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:46.107399+00:00"}
{"message": "127.0.0.1:57935 - \"GET /assets/declaration-Bwok30Lo.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:46.111110+00:00"}
{"message": "127.0.0.1:57953 - \"GET /assets/retrieve-axios-error-message-Dwxjb5f3.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:46.111302+00:00"}
{"message": "127.0.0.1:57943 - \"GET /assets/index-tLtD-Cu0.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:46.112918+00:00"}
{"message": "127.0.0.1:57975 - \"GET /assets/mutation-DSZmfvqD.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:46.113556+00:00"}
{"message": "127.0.0.1:57969 - \"GET /assets/custom-toast-handlers-CAVHstGd.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:46.115104+00:00"}
{"message": "127.0.0.1:57924 - \"GET /assets/root-Cyf3bcFs.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:46.116221+00:00"}
{"message": "127.0.0.1:57953 - \"GET /assets/use-invitation-M5_iS4Ov.js HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:46.117615+00:00"}
{"message": "127.0.0.1:57953 - \"GET /locales/en/translation.json HTTP/1.1\" 200", "severity": "INFO", "module": "h11_impl", "funcName": "send", "lineno": 481, "ts": "2026-09-10T14:30:46.131254+00:00"}
